weight	inPC	edgesign	prot1	prot2	gene1	gene2
0.10343	0	-1	PAI.1	Transglutaminase	SERPINE1	TGM2
-0.10324	0	1	HSP70	Mre11	HSPA1A	MRE11A
0.10287	0	-1	EGFR_pY1173	Syk	EGFR	SYK
-0.10249	0	1	53BP1	HER2	TP53BP1	ERBB2
0.10199	0	-1	FOXO3a_pS318_S321	GAPDH	FOXO3	GAPDH
-0.10178	0	1	DJ.1	VEGFR2	PARK7	KDR
-0.10145	0	1	NF.kB.p65_pS536	STAT5.alpha	NFKB1	STAT5A
0.10141	0	-1	p27_pT157	RBM15	CDKN1B	RBM15
-0.10138	0	1	4E.BP1	ASNS	EIF4EBP1	ASNS
-0.10134	0	1	4E.BP1	Cyclin_B1	EIF4EBP1	CCNB1
-0.10108	0	1	AMPK_alpha	E.Cadherin	PRKAA1	CDH1
0.10102	0	-1	STAT5.alpha	YAP	STAT5A	YAP1
-0.10094	0	1	B.Raf	Myosin.IIa_pS1943	BRAF	MYH9
0.10081	1	-1	MEK1_pS217_S221	STAT5.alpha	MAP2K1	STAT5A
0.10073	0	-1	Chk2	MYH11	CHEK2	MYH11
-0.10023	0	1	PEA15_pS116	SCD1	PEA15	SCD
0.10014	0	-1	4E.BP1_pT37T46	VEGFR2	EIF4EBP1	KDR
0.09991	0	-1	FoxM1	MYH11	FOXM1	MYH11
-0.09964	0	1	beta.Catenin	TSC1	CTNNB1	TSC1
-0.09959	0	1	S6	S6_pS235_S236	RPS6	RPS6
-0.09957	0	1	eEF2	P.Cadherin	EEF2	CDH3
-0.09935	0	1	Cyclin_B1	eIF4G	CCNB1	EIF4G1|EIF4G2|EIF4G3
0.09889	0	-1	Claudin.7	STAT5.alpha	CLDN7	STAT5A
-0.09875	1	1	EGFR_pY1068	HER2	EGFR	ERBB2
0.09836	0	-1	B.Raf	Chk1	BRAF	CHEK1
0.09827	0	-1	NF.kB.p65_pS536	Rab11	NFKB1	RAB11A
0.09824	0	-1	14.3.3_zeta	Bak	YWHAZ	BAK1
-0.09802	0	1	c.Kit	MYH11	KIT	MYH11
0.09789	0	-1	EGFR_pY1173	PDCD4	EGFR	PDCD4
-0.09775	0	1	Claudin.7	PRDX1	CLDN7	PRDX1
-0.09762	0	1	E.Cadherin	Rab.25	CDH1	RAB25
-0.09756	0	1	Annexin.1	VEGFR2	ANXA1	KDR
0.09749	0	-1	Akt_pT308	Annexin.1	AKT1|AKT2|AKT3	ANXA1
-0.09742	0	1	Akt	VHL	AKT1|AKT2|AKT3	VHL
0.09729	0	-1	ASNS	VHL	ASNS	VHL
0.0971	0	-1	Collagen_VI	Myosin.IIa_pS1943	COL6A1|COL6A2|COL6A3|COL6A5	MYH9
-0.09686	0	1	CD20	ETS.1	MS4A1	ETS1
-0.09665	0	1	HER2	mTOR	ERBB2	FRAP1|MTOR
-0.09638	0	1	MAPK_pT202_Y204	p38_pT180_Y182	MAPK1|MAPK3	MAPK14
0.09597	0	-1	GAPDH	Rab11	GAPDH	RAB11A
0.0955	0	-1	Bax	VHL	BAX	VHL
-0.09494	0	1	ACC_pS79	NF.kB.p65_pS536	ACACA|ACACB	NFKB1
-0.09455	1	1	Akt	STAT5.alpha	AKT1|AKT2|AKT3	STAT5A
-0.09444	0	1	ASNS	GAPDH	ASNS	GAPDH
-0.0942	0	1	Chk1	N.Cadherin	CHEK1	CDH2
0.09372	0	-1	Annexin.1	PEA15_pS116	ANXA1	PEA15
-0.09358	0	1	FASN	S6	FASN	RPS6
0.09344	0	-1	FASN	NDRG1_pT346	FASN	NDRG1
-0.09341	0	1	beta.Catenin	DJ.1	CTNNB1	PARK7
-0.09322	1	1	Rictor	TSC1	RICTOR	TSC1
0.09319	0	-1	Annexin.1	Bim	ANXA1	BCL2L11
-0.09309	1	1	beta.Catenin	GSK3.alpha.beta	CTNNB1	GSK3A|GSK3B
0.09296	0	-1	IGFBP2	p38_MAPK	IGFBP2	MAPK14
-0.09285	0	1	HSP70	LKB1	HSPA1A	STK11
-0.09237	0	1	Bak	Notch1	BAK1	NOTCH1
-0.09227	1	1	c.Jun_pS73	MAPK_pT202_Y204	JUN	MAPK1|MAPK3
-0.09218	0	1	AMPK_pT172	PKC.alpha_pS657	PRKAA1	PRKCA
0.09184	0	-1	Cyclin_E1	IGFBP2	CCNE1	IGFBP2
-0.09177	0	1	Rad50	TSC1	RAD50	TSC1
0.09143	0	-1	53BP1	N.Cadherin	TP53BP1	CDH2
-0.0913	1	1	ERK2	TSC1	MAPK1	TSC1
-0.09128	0	1	VHL	YB.1	VHL	YBX1
-0.09124	0	1	PAI.1	Rad51	SERPINE1	RAD51
0.09107	0	-1	MYH11	VHL	MYH11	VHL
0.09089	0	-1	Bim	PKC.alpha_pS657	BCL2L11	PRKCA
-0.09052	1	1	PKC.alpha	STAT5.alpha	PRKCA	STAT5A
-0.09048	0	1	PKC.pan_BetaII_pS660	STAT5.alpha	PRKCB	STAT5A
-0.09015	0	1	INPP4B	YB.1	INPP4B	YBX1
-0.08999	1	1	MAPK_pT202_Y204	Src_pY527	MAPK1|MAPK3	SRC
-0.08945	1	1	PAI.1	TAZ	SERPINE1	WWTR1
0.08931	1	-1	4E.BP1	Akt_pS473	EIF4EBP1	AKT1|AKT2|AKT3
-0.08889	0	1	Acetyl.a.Tubulin.Lys40	Tuberin	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBA8	TSC2
-0.08856	0	1	Caspase.7_cleavedD198	p27_pT198	CASP7	CDKN1B
-0.08853	0	1	ASNS	Cyclin_B1	ASNS	CCNB1
0.08808	0	-1	eEF2	YAP	EEF2	YAP1
-0.0879	1	1	TSC1	Tuberin	TSC1	TSC2
0.0878	0	-1	4E.BP1	beta.Catenin	EIF4EBP1	CTNNB1
0.08765	0	-1	Caveolin.1	Chk2_pT68	CAV1	CHEK2
-0.08751	0	1	beta.Catenin	PDK1_pS241	CTNNB1	PDK1
0.08745	0	-1	Acetyl.a.Tubulin.Lys40	PAI.1	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBA8	SERPINE1
-0.08723	0	1	Akt_pS473	NDRG1_pT346	AKT1|AKT2|AKT3	NDRG1
-0.08713	0	1	GSK3.alpha.beta_pS21_S9	PKC.pan_BetaII_pS660	GSK3A|GSK3B	PRKCB
0.08709	0	-1	AMPK_alpha	Annexin.1	PRKAA1	ANXA1
-0.08644	0	1	Acetyl.a.Tubulin.Lys40	Rictor	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBA8	RICTOR
0.08623	0	-1	beta.Catenin	p27_pT198	CTNNB1	CDKN1B
0.08618	0	-1	Caspase.7_cleavedD198	MYH11	CASP7	MYH11
0.08614	0	-1	Bim	EGFR_pY1068	BCL2L11	EGFR
-0.08608	0	1	p38_pT180_Y182	PKC.pan_BetaII_pS660	MAPK14	PRKCB
0.0858	0	-1	4E.BP1_pT37T46	Annexin.1	EIF4EBP1	ANXA1
-0.08543	0	1	GAPDH	MIG.6	GAPDH	ERRFI1
-0.08541	0	1	HER2	VHL	ERBB2	VHL
-0.08471	0	1	Ku80	VHL	XRCC5	VHL
-0.08454	0	1	Src	TIGAR	SRC	C12ORF5
0.08398	0	-1	Cyclin_B1	STAT3_pY705	CCNB1	STAT3
0.0839	0	-1	IGFBP2	Lck	IGFBP2	LCK
-0.08389	0	1	PAI.1	VEGFR2	SERPINE1	KDR
-0.08365	0	1	Raptor	VHL	RPTOR	VHL
-0.08284	0	1	AMPK_pT172	Caveolin.1	PRKAA1	CAV1
0.08273	1	-1	EGFR	Src_pY416	EGFR	SRC
-0.08256	0	1	mTOR_pS2448	PKC.pan_BetaII_pS660	FRAP1|MTOR	PRKCB
-0.08245	0	1	Myosin.IIa_pS1943	PI3K.p85	MYH9	PIK3R1
0.08242	0	-1	N.Cadherin	p70S6K	CDH2	RPS6KB1
-0.08222	1	1	ATM	Rad50	ATM	RAD50
-0.08207	1	1	Bak	Bcl.xL	BAK1	BCL2L1
-0.08207	0	1	4E.BP1	4E.BP1_pT70	EIF4EBP1	EIF4EBP1
-0.08203	0	1	ASNS	eEF2	ASNS	EEF2
0.08197	0	-1	beta.Catenin	PRDX1	CTNNB1	PRDX1
-0.08137	0	1	14.3.3_zeta	E.Cadherin	YWHAZ	CDH1
-0.08128	0	1	HSP70	IRS1	HSPA1A	IRS1
0.08112	0	-1	eEF2	YAP_pS127	EEF2	YAP1
-0.08093	0	1	beta.Catenin	eIF4G	CTNNB1	EIF4G1|EIF4G2|EIF4G3
-0.08061	0	1	EGFR_pY1173	N.Cadherin	EGFR	CDH2
0.08048	0	-1	14.3.3_zeta	eEF2K	YWHAZ	EEF2K
-0.08028	1	1	Akt	Tuberin	AKT1|AKT2|AKT3	TSC2
-0.08027	0	1	p38_pT180_Y182	YAP_pS127	MAPK14	YAP1
0.08012	0	-1	C.Raf_pS338	VHL	RAF1	VHL
0.08009	0	-1	Annexin.1	Chk2	ANXA1	CHEK2
-0.08002	0	1	LKB1	PEA15_pS116	STK11	PEA15
0.07984	0	-1	Chk2_pT68	MYH11	CHEK2	MYH11
-0.07984	0	1	Rab.25	Rab11	RAB25	RAB11A
-0.07982	0	1	INPP4B	VEGFR2	INPP4B	KDR
-0.07974	0	1	Akt_pS473	Caveolin.1	AKT1|AKT2|AKT3	CAV1
-0.07969	0	1	GAB2	Tuberin	GAB2	TSC2
-0.07965	0	1	MAPK_pT202_Y204	YB.1_pS102	MAPK1|MAPK3	YBX1
0.07949	0	-1	ASNS	YAP_pS127	ASNS	YAP1
-0.0794	0	1	Collagen_VI	ETS.1	COL6A1|COL6A2|COL6A3|COL6A5	ETS1
0.07934	0	-1	RBM15	TAZ	RBM15	WWTR1
0.07909	0	-1	HER2_pY1248	S6	ERBB2	RPS6
-0.07896	0	1	eEF2	GAPDH	EEF2	GAPDH
-0.07892	0	1	MAPK_pT202_Y204	S6_pS235_S236	MAPK1|MAPK3	RPS6
-0.07877	0	1	c.Kit	PDCD4	KIT	PDCD4
-0.07873	0	1	PDK1_pS241	PKC.pan_BetaII_pS660	PDK1	PRKCB
-0.07866	0	1	HSP70	Rad51	HSPA1A	RAD51
0.07865	0	-1	FOXO3a	GAPDH	FOXO3	GAPDH
-0.07862	0	1	AMPK_pT172	Annexin.1	PRKAA1	ANXA1
-0.07856	0	1	AMPK_pT172	NF2	PRKAA1	NF2
0.07852	0	-1	Caveolin.1	Dvl3	CAV1	DVL3
-0.07846	0	1	GAPDH	PAI.1	GAPDH	SERPINE1
0.07844	0	-1	4E.BP1_pT70	Caveolin.1	EIF4EBP1	CAV1
-0.07844	0	1	INPP4B	PAI.1	INPP4B	SERPINE1
0.07843	0	-1	beta.Catenin	ETS.1	CTNNB1	ETS1
0.07836	0	-1	INPP4B	p70S6K_pT389	INPP4B	RPS6KB1
0.07821	0	-1	VHL	YAP	VHL	YAP1
-0.07803	0	1	Bap1.c.4	Cyclin_B1	BAP1	CCNB1
-0.07794	0	1	Caveolin.1	PI3K.p85	CAV1	PIK3R1
-0.07788	0	1	mTOR_pS2448	Src_pY527	FRAP1|MTOR	SRC
-0.07745	0	1	Acetyl.a.Tubulin.Lys40	IGFBP2	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBA8	IGFBP2
-0.07711	0	1	Fibronectin	Raptor	FN1	RPTOR
-0.07688	0	1	INPP4B	Transglutaminase	INPP4B	TGM2
-0.07655	0	1	BRCA2	N.Cadherin	BRCA2	CDH2
0.07632	0	-1	HSP70	p62.LCK.ligand	HSPA1A	SQSTM1
0.07623	0	-1	eEF2	PRDX1	EEF2	PRDX1
-0.07622	0	1	HER2	INPP4B	ERBB2	INPP4B
0.07556	0	-1	MYH11	Tuberin	MYH11	TSC2
0.07555	0	-1	Caveolin.1	p70S6K	CAV1	RPS6KB1
-0.0754	0	1	Ku80	STAT5.alpha	XRCC5	STAT5A
0.07531	0	-1	Claudin.7	PKC.alpha_pS657	CLDN7	PRKCA
-0.07503	0	1	c.Myc	N.Cadherin	MYC	CDH2
-0.07502	0	1	Cyclin_B1	eEF2	CCNB1	EEF2
-0.07501	0	1	ACC1	TRFC	ACACA	TFRC
0.07495	0	-1	BRCA2	STAT5.alpha	BRCA2	STAT5A
0.07491	0	-1	Collagen_VI	RBM15	COL6A1|COL6A2|COL6A3|COL6A5	RBM15
-0.07456	0	1	N.Cadherin	Stathmin	CDH2	STMN1
0.0745	0	-1	Cyclin_B1	PEA15_pS116	CCNB1	PEA15
-0.07391	1	1	MEK1_pS217_S221	p38_pT180_Y182	MAP2K1	MAPK14
-0.07386	1	1	PI3K.p85	STAT5.alpha	PIK3R1	STAT5A
0.07384	0	-1	MEK1	p53	MAP2K1	TP53
-0.07383	0	1	eEF2	VHL	EEF2	VHL
-0.07354	0	1	Annexin.1	CD49b	ANXA1	ITGA2
-0.07337	0	1	A.Raf_pS299	p62.LCK.ligand	ARAF	SQSTM1
0.07334	1	-1	EGFR	Src_pY527	EGFR	SRC
0.07304	0	-1	Chk2_pT68	PKC.pan_BetaII_pS660	CHEK2	PRKCB
-0.07298	0	1	eEF2K	HER2	EEF2K	ERBB2
-0.07297	1	1	ERK2	PKC.pan_BetaII_pS660	MAPK1	PRKCB
-0.07287	0	1	PREX1	Syk	PREX1	SYK
0.07274	0	-1	beta.Catenin	Rad51	CTNNB1	RAD51
0.07258	0	-1	14.3.3_beta	GAPDH	YWHAB	GAPDH
-0.07246	0	1	GAPDH	GSK3.alpha.beta	GAPDH	GSK3A|GSK3B
0.07239	0	-1	MAPK_pT202_Y204	p53	MAPK1|MAPK3	TP53
-0.07232	0	1	4E.BP1_pT37T46	PDCD4	EIF4EBP1	PDCD4
0.07225	0	-1	Acetyl.a.Tubulin.Lys40	Caspase.7_cleavedD198	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBA8	CASP7
-0.07219	0	1	GAPDH	Raptor	GAPDH	RPTOR
-0.07214	0	1	Rb_pS807_S811	S6_pS235_S236	RB1	RPS6
-0.072	0	1	Chk1	PAI.1	CHEK1	SERPINE1
-0.07173	0	1	MAPK_pT202_Y204	Rictor_pT1135	MAPK1|MAPK3	RICTOR
-0.07172	0	1	GAPDH	Rad50	GAPDH	RAD50
0.07156	0	-1	ASNS	HER3	ASNS	ERBB3
-0.07142	0	1	INPP4B	NF.kB.p65_pS536	INPP4B	NFKB1
0.07118	0	-1	PAI.1	Rab.25	SERPINE1	RAB25
-0.0711	0	1	ATM	TSC1	ATM	TSC1
-0.07074	0	1	Caspase.7_cleavedD198	PREX1	CASP7	PREX1
0.07049	1	-1	14.3.3_zeta	PI3K.p85	YWHAZ	PIK3R1
-0.07046	1	1	E.Cadherin	Src	CDH1	SRC
-0.07045	0	1	Annexin.1	Caveolin.1	ANXA1	CAV1
0.07031	0	-1	eEF2K	PAI.1	EEF2K	SERPINE1
0.0703	0	-1	FOXO3a	NF.kB.p65_pS536	FOXO3	NFKB1
-0.06999	0	1	MAPK_pT202_Y204	MYH11	MAPK1|MAPK3	MYH11
0.06983	0	-1	Annexin.1	c.Kit	ANXA1	KIT
0.06948	0	-1	PDK1	VHL	PDK1	VHL
0.06936	0	-1	ER.alpha_pS118	INPP4B	ESR1	INPP4B
-0.06929	0	1	p90RSK	STAT5.alpha	RPS6KA1	STAT5A
-0.06927	0	1	Bad_pS112	PDCD4	BAD	PDCD4
-0.06886	0	1	Bap1.c.4	S6	BAP1	RPS6
-0.06877	0	1	c.Jun_pS73	EGFR_pY1068	JUN	EGFR
0.06876	0	-1	ASNS	eEF2K	ASNS	EEF2K
-0.06873	1	1	Akt	B.Raf	AKT1|AKT2|AKT3	BRAF
-0.06863	0	1	AMPK_alpha	Claudin.7	PRKAA1	CLDN7
-0.06847	0	1	B.Raf	RBM15	BRAF	RBM15
0.06831	0	-1	ER.alpha	G6PD	ESR1	G6PD
0.06808	0	-1	Cyclin_B1	PKC.pan_BetaII_pS660	CCNB1	PRKCB
-0.06806	1	1	p38_pT180_Y182	Src_pY527	MAPK14	SRC
0.06801	0	-1	GAPDH	Rictor_pT1135	GAPDH	RICTOR
0.06795	0	-1	E.Cadherin	eEF2	CDH1	EEF2
